country1	country2	distance
kenya	gibraltar	3683.279098302114
montenegro	svalbard	2452.8873597849115
canada	pitcairn islands	6186.229702235596
barbados	sweden	4916.248790910699
russia	french guiana	7778.661202480305
greece	gibraltar	1505.156258510601
chad	gibraltar	2093.9069955885952
coral sea islands	singapore	3465.7549631934794
kuwait	pitcairn islands	12103.250078864494
belgium	french guiana	4601.265866582869
suriname	paraguay	1869.9119945604145
yemen	lebanon	1460.5882921555956
samoa	french guiana	8240.81133146264
tuvalu	svalbard	7537.275592737659
yemen	gibraltar	3532.5934272513045
nepal	greenland	5037.391957965873
barbados	slovakia	5039.64570618914
anguilla	paraguay	2867.6965836963304
serbia	ethiopia	2689.9445465939552
heard island and mcdonald islands	svalbard	9320.73209794995
hungary	federated states of micronesia	7808.121708965366
ghana	lebanon	2995.2811498024366
hungary	french guiana	5218.386548096327
sri lanka	lebanon	3421.698937508508
vanuatu	aruba	8625.407729200366
somalia	svalbard	5075.0549627690425
ashmore and cartier islands	slovakia	7489.792955797526
angola	sweden	5150.956667774398
american samoa	aruba	7089.921322754692
wallis and futuna	pitcairn islands	3100.1887147412904
comoros	solomon islands	7744.142711536454
north korea	pitcairn islands	7965.947965667263
brazil	paraguay	919.3194988301597
argentina	afghanistan	9584.535101542786
marshall islands	solomon islands	1360.0184755411701
juan de nova island	pitcairn islands	9486.334885584283
burundi	svalbard	5643.714171492122
belarus	sweden	784.1337183852911
barbados	solomon islands	9798.147408218143
vatican city	greenland	2706.0775069209644
timor-leste	greenland	8030.8188126987125
maldives	ethiopia	2428.3755841273933
malta	french guiana	4798.809227507151
monaco	mongolia	4454.818045624408
thailand	turkey	4240.855392601268
pakistan	afghanistan	313.7850337761628
madagascar	federated states of micronesia	7309.296123949666
greece	greenland	3085.8547466580517
spain	bassas da india	5091.328672208467
finland	lebanon	2126.077662398896
saint barthelemy	turkey	5845.3420318754215
mauritania	paraguay	4293.3249098965125
western sahara	aruba	3767.695367197293
grenada	paraguay	2438.540363643583
comoros	slovakia	4467.306515480552
guatemala	jersey	5328.703185279947
wallis and futuna	ethiopia	10087.91691973656
iraq	ethiopia	1769.4675721524195
italy	bassas da india	4757.304012951294
anguilla	federated states of micronesia	9560.22669318542
niue	mongolia	6930.358240647601
philippines	pitcairn islands	7704.222414330643
tajikistan	afghanistan	499.77121171647286
cayman islands	pitcairn islands	4529.197624822886
turkmenistan	greenland	3816.318960215548
cuba	slovakia	5479.794848711486
gabon	ethiopia	1912.2921657205457
north korea	ethiopia	5811.116369748407
china	federated states of micronesia	3638.541859992531
saint kitts and nevis	turkey	5865.953063735197
bulgaria	ethiopia	2543.565236371426
colombia	sweden	5877.112280120479
united kingdom	federated states of micronesia	8130.361897327475
oman	sweden	3458.044491233021
bosnia and herzegovina	pitcairn islands	10206.681839498633
kosovo	afghanistan	2513.0794838550305
isle of man	french guiana	4402.413430943298
spain	singapore	7091.542519583363
bahamas	jersey	4265.142330933114
bangladesh	svalbard	4313.584867730129
vanuatu	french guiana	9598.491206451727
anguilla	aruba	606.7454233564463
cayman islands	lebanon	6868.657087484509
macau	bassas da india	5814.037669907677
democratic republic of the congo	french guiana	5391.320934948044
costa rica	lithuania	6322.176617736098
belarus	aruba	5855.960035193796
gabon	greenland	5523.296795115782
macau	sweden	5143.102372677183
bhutan	paraguay	10448.948036604477
mayotte	solomon islands	7673.033497420322
us minor outlying islands	federated states of micronesia	3158.7260689736204
saint kitts and nevis	singapore	10853.031013479002
isle of man	lithuania	1124.2876913479959
montenegro	aruba	5600.548506007792
djibouti	svalbard	4661.405385377677
sint maarten	singapore	10825.557433718715
netherlands	pitcairn islands	9468.24745611947
angola	lebanon	3398.272531096121
bosnia and herzegovina	singapore	5952.9121315142365
christmas island	paraguay	9872.243363253685
mali	gibraltar	1324.5704826458193
malta	pitcairn islands	10210.598555272001
tromelin island	gibraltar	5299.81461180983
bangladesh	french guiana	9284.892176579404
vatican city	french guiana	4781.3472361802305
british virgin islands	bassas da india	7559.929453597203
albania	jersey	1212.4955657622418
italy	paraguay	6392.215559576809
curaçao	bassas da india	7713.371108854302
equatorial guinea	ethiopia	1970.3003322267193
south korea	aruba	8833.071368054148
tonga	greenland	8432.602263502627
mauritania	greenland	3760.8680200840977
guadeloupe	singapore	10863.264806836736
guernsey	lebanon	2216.4030250142005
democratic republic of the congo	lebanon	2440.914256842019
martinique	jersey	4061.516646619284
democratic republic of the congo	greenland	5699.91115954943
san marino	lebanon	1432.5688000188677
saint pierre and miquelon	ethiopia	6019.10247069933
martinique	pitcairn islands	5399.686470682192
togo	mongolia	6473.361478355672
glorioso islands	turkey	3583.750369694533
chad	french guiana	4946.383509171253
angola	jersey	4445.629413053239
papua new guinea	gibraltar	9716.984374826134
uganda	gibraltar	3398.561180941405
belarus	lebanon	1379.4297614915652
iran	pitcairn islands	11922.181958887484
argentina	turkey	8075.428431121357
luxembourg	french guiana	4659.865531680556
luxembourg	singapore	6486.200362434606
malawi	solomon islands	8382.362049142772
uruguay	pitcairn islands	4419.768099191754
united states	greenland	2962.2791028763727
south georgia and south sandwich islands	svalbard	9521.91741938427
jordan	federated states of micronesia	7547.379396989296
eritrea	solomon islands	8356.795357915393
belgium	pitcairn islands	9438.311968454342
norfolk island	ethiopia	8883.506816884948
new caledonia	singapore	4448.955952281255
burundi	french guiana	5753.80537132326
fiji	turkey	9793.152690959303
american samoa	gibraltar	10656.47314456079
tajikistan	french guiana	7802.742689805006
niue	afghanistan	8878.32473198157
estonia	federated states of micronesia	7124.411231126761
ashmore and cartier islands	aruba	11539.554063359634
spain	aruba	4398.395521000956
latvia	greenland	2051.1145006411843
kyrgyzstan	slovakia	2708.4774830453157
tuvalu	afghanistan	7791.128655145181
coral sea islands	afghanistan	6591.318014713371
mexico	federated states of micronesia	7091.245712433541
sierra leone	federated states of micronesia	10966.247083754803
georgia	jersey	2224.842918257143
senegal	sweden	3611.125526334191
el salvador	french guiana	2539.9018494350985
new caledonia	aruba	8737.537752124676
niue	gibraltar	10926.275058947542
french polynesia	lebanon	11109.763385522065
west bank	sweden	2282.0081920001567
tanzania	singapore	4773.027119811935
greece	turkey	692.4317455054688
sint maarten	turkey	5850.97492700306
gaza strip	pitcairn islands	11396.028547040865
nicaragua	bassas da india	8758.569866010954
jordan	paraguay	7243.972547196232
europa island	gibraltar	5022.410067275534
portugal	lithuania	1845.8189135399675
kenya	slovakia	3472.553067858668
algeria	turkey	1977.486858589371
latvia	federated states of micronesia	7232.717073500374
greece	mongolia	4060.554574026918
united states	lebanon	6574.4540833044975
united arab emirates	slovakia	2529.994721111406
central african republic	federated states of micronesia	8957.79846532575
saudi arabia	lebanon	821.904710427845
saint martin	ethiopia	6764.000860639783
papua new guinea	afghanistan	5926.968720392871
western sahara	turkey	2958.939377282626
ukraine	ethiopia	2854.2309981000712
nicaragua	lithuania	6182.350811568381
democratic republic of the congo	svalbard	5392.473025515086
egypt	lithuania	2025.8789141749735
central african republic	solomon islands	9560.058383874837
mozambique	paraguay	5914.733919080533
curaçao	singapore	11379.211591151812
coral sea islands	aruba	9686.090924523667
nepal	federated states of micronesia	4716.2130733452
equatorial guinea	aruba	5511.802334328962
ghana	mongolia	6618.943085396098
peru	lebanon	7851.455337996143
saint pierre and miquelon	afghanistan	5860.137626814316
tajikistan	ethiopia	2961.376301212451
russia	mongolia	988.7011529131709
nicaragua	aruba	1013.5321955211507
vanuatu	ethiopia	8954.43865160265
vanuatu	pitcairn islands	4083.901338212694
macau	mongolia	1716.1679189884894
coral sea islands	paraguay	9021.7878242937
algeria	lithuania	2195.2026781268655
turks and caicos islands	afghanistan	7733.597940731826
spain	jersey	643.4555318105536
gaza strip	bassas da india	3668.0184119464125
sao tome and principe	turkey	3165.043964530118
sint maarten	french guiana	1185.2023963271683
bhutan	turkey	3257.1082028276023
eritrea	ethiopia	488.3620560528195
suriname	pitcairn islands	5348.40415060825
cote d'ivoire	ethiopia	2940.6795308994983
macau	singapore	1579.227840623744
czech republic	sweden	846.3919666007374
brazil	solomon islands	9787.659120687416
nepal	singapore	2257.8935465702784
montserrat	bassas da india	7379.252221985657
peru	turkey	7771.6059675913175
falkland islands	lebanon	8209.696665618521
hungary	singapore	5857.336012109917
morocco	french guiana	3655.8753613728763
south georgia and south sandwich islands	afghanistan	8405.942285704903
albania	ethiopia	2533.625367202037
san marino	afghanistan	2941.432292533029
greece	lebanon	846.7267746669095
china	svalbard	3788.9545136489032
cameroon	slovakia	2980.654210576458
ghana	slovakia	3076.0294302506195
chile	lebanon	8230.708525215488
isle of man	bassas da india	5847.353853271208
mayotte	turkey	3645.899799193212
wallis and futuna	slovakia	9833.663225002085
azerbaijan	svalbard	2705.035271757669
montenegro	solomon islands	9023.968925971645
bahamas	greenland	3595.085489770555
wallis and futuna	solomon islands	1722.2527856474906
guatemala	aruba	1374.9209634030676
heard island and mcdonald islands	afghanistan	5956.944879688833
united states	aruba	2568.3212208566924
cyprus	mongolia	3727.846036919002
ecuador	mongolia	9392.914454410235
bermuda	afghanistan	6899.771321198293
morocco	gibraltar	286.2863078188243
togo	afghanistan	4463.246268751138
coral sea islands	gibraltar	10501.686776035145
mexico	pitcairn islands	3817.471833384216
sao tome and principe	sweden	4235.333464774294
south africa	slovakia	5450.172203559763
brazil	pitcairn islands	4999.955054456314
maldives	svalbard	5503.797439320147
albania	paraguay	6661.838998877945
glorioso islands	slovakia	4491.112437204635
san marino	bassas da india	4834.545285061362
mauritius	aruba	8932.527341452349
south korea	greenland	4881.099526640332
south sudan	paraguay	6307.441043195635
central african republic	gibraltar	2611.4354315159676
sao tome and principe	ethiopia	2187.8889780862487
suriname	afghanistan	7870.633381085657
vanuatu	afghanistan	7440.993255033264
guadeloupe	bassas da india	7329.710232997571
bhutan	federated states of micronesia	4317.746838454439
liberia	french guiana	2997.044156706968
democratic republic of the congo	sweden	4315.689944993064
wallis and futuna	greenland	8003.692224145286
belarus	french guiana	5623.828177483458
montserrat	sweden	4785.684101777912
hong kong	gibraltar	6794.457161957189
guadeloupe	solomon islands	9641.937863461088
madagascar	aruba	8245.853286614896
saint lucia	french guiana	872.4568163155916
chad	singapore	5846.940245261351
vietnam	sweden	5325.8592518984315
new caledonia	lithuania	9349.559470676806
djibouti	singapore	4258.033115004107
trinidad and tobago	sweden	5095.072222788894
democratic republic of the congo	bassas da india	1781.1602544025093
guernsey	federated states of micronesia	8363.750243731614
mayotte	singapore	4136.130130623624
saint pierre and miquelon	mongolia	5923.468967813347
martinique	paraguay	2609.9674657833357
guadeloupe	slovakia	4977.300822944518
fiji	singapore	5211.916972765482
juan de nova island	jersey	5337.3247203367455
bosnia and herzegovina	gibraltar	1339.8781222411276
ghana	gibraltar	1955.2657926671247
bonaire	french guiana	1186.202181262012
palau	ethiopia	6568.787360604352
ukraine	aruba	6097.453122702893
mexico	svalbard	5091.724629725149
luxembourg	ethiopia	3418.1928654373314
israel	svalbard	3244.5965313185307
switzerland	pitcairn islands	9695.417186406932
tromelin island	aruba	8714.189317821509
marshall islands	mongolia	4387.941309628928
norway	ethiopia	3991.2907670995864
juan de nova island	federated states of micronesia	7592.070315669686
saint pierre and miquelon	french guiana	2966.209908264547
san marino	aruba	5245.218458678582
turkmenistan	gibraltar	3484.1104747311056
kuwait	ethiopia	1614.6477197157512
kyrgyzstan	lebanon	2186.351345565533
estonia	turkey	1432.772947964434
papua new guinea	lithuania	7802.446838365626
montserrat	singapore	10862.745160174343
swaziland	french guiana	6002.762962176413
serbia	aruba	5668.320992925697
vanuatu	solomon islands	772.8443094552662
haiti	ethiopia	7347.29941932508
greece	slovakia	679.321416735332
argentina	mongolia	11425.78434253531
monaco	french guiana	4570.884512945938
palau	lebanon	6452.695747011227
egypt	greenland	4025.9499868189637
belize	ethiopia	8404.499396976873
laos	paraguay	11284.456299986892
saint lucia	greenland	4107.414626152718
senegal	lithuania	3529.8490907075925
senegal	federated states of micronesia	10810.57181149062
vatican city	lebanon	1386.0902735196346
azerbaijan	sweden	2004.5987403963338
saint vincent and the grenadines	sweden	4974.9957430293525
cape verde	mongolia	7104.416539969245
united states	jersey	4465.311773842478
germany	ethiopia	3387.338101695161
ukraine	greenland	2673.976572118083
guatemala	slovakia	6275.3685485994865
democratic republic of the congo	afghanistan	3505.2161963172007
saint vincent and the grenadines	slovakia	5119.911126010259
uzbekistan	greenland	3780.9192734533995
chile	federated states of micronesia	9149.2089857036
falkland islands	sweden	8836.061755772947
cameroon	french guiana	4473.777029100151
north korea	greenland	4672.400009801141
comoros	lithuania	4852.938278373187
haiti	greenland	3883.0896326467027
greece	sweden	1616.475279770292
saint lucia	jersey	4101.107432639721
guam	gibraltar	8494.363710386895
uganda	aruba	7061.543860192766
brunei	turkey	5473.246929065488
new caledonia	jersey	10404.673983921979
heard island and mcdonald islands	federated states of micronesia	6041.02185442077
colombia	solomon islands	8923.559296188412
gabon	federated states of micronesia	9680.919752875576
british indian ocean territory	french guiana	8650.006282425742
poland	federated states of micronesia	7598.950632032103
bhutan	french guiana	9173.64647477494
trinidad and tobago	mongolia	8403.585516010566
iran	turkey	1125.227745573861
ireland	mongolia	4541.038080639016
cote d'ivoire	bassas da india	3648.8135253184896
portugal	turkey	2273.0392680985237
taiwan	greenland	5742.556737468762
montenegro	paraguay	6673.261772135568
republic of the congo	federated states of micronesia	9457.810726785552
ascension	turkey	4616.810418597863
serbia	paraguay	6794.2704221424665
united kingdom	french guiana	4409.864595571887
croatia	pitcairn islands	10076.07286592567
suriname	ethiopia	6452.889483662847
isle of man	paraguay	6206.825560425043
republic of the congo	ethiopia	1702.138327773708
philippines	lebanon	5504.49338484396
trinidad and tobago	solomon islands	9705.002320750322
north korea	lebanon	4824.2405421113435
swaziland	singapore	5171.532438554442
coral sea islands	bassas da india	7066.9592636896905
equatorial guinea	sweden	4153.749795437779
libya	greenland	3891.739701215848
faroe islands	federated states of micronesia	7674.860482291737
anguilla	solomon islands	9528.021466223978
bermuda	gibraltar	3350.2785745127208
democratic republic of the congo	federated states of micronesia	8763.499668265467
papua new guinea	aruba	9878.763985783831
norfolk island	jersey	10947.115163083574
estonia	sweden	427.05259545755047
cyprus	aruba	6437.433141897114
isle of man	jersey	362.3596253648373
united kingdom	slovakia	1073.2625318033647
switzerland	bassas da india	5123.207688471314
republic of the congo	pitcairn islands	9489.327993969551
laos	slovakia	5089.492220997807
bonaire	jersey	4509.750937823274
tromelin island	turkey	3998.741035468917
ecuador	slovakia	6641.36936088672
hong kong	mongolia	1719.8887711639497
sierra leone	lebanon	3473.78861361862
haiti	mongolia	7942.805351256458
guernsey	gibraltar	941.574111896556
grenada	federated states of micronesia	9839.232237503658
malta	svalbard	2912.3604432365246
sint maarten	slovakia	4954.805279584342
yemen	lithuania	3060.7128868854766
british indian ocean territory	bassas da india	2407.1854033703453
cape verde	pitcairn islands	7668.826114213177
samoa	pitcairn islands	2837.1639834240573
swaziland	solomon islands	8188.637235865341
cocos (keeling) islands	aruba	11544.938378238721
saint vincent and the grenadines	afghanistan	7721.384429345221
saint martin	svalbard	4898.073770795953
bosnia and herzegovina	turkey	949.523559059625
canada	jersey	3501.7900249529366
philippines	turkey	5501.197730517357
libya	svalbard	3663.2206628151716
sri lanka	greenland	6384.962197494349
finland	gibraltar	2325.6272679767844
martinique	gibraltar	3719.3837880332608
saint martin	aruba	600.1227896827949
somalia	lebanon	2074.94478525473
sri lanka	slovakia	4570.729689715113
finland	french guiana	5637.786492726711
guadeloupe	federated states of micronesia	9712.22923916178
ireland	svalbard	1859.796005607252
niue	singapore	6009.825197160167
british indian ocean territory	paraguay	8512.465118709952
iraq	sweden	2375.825821418433
denmark	jersey	689.6803768871516
guernsey	french guiana	4312.529860269795
mayotte	svalbard	6352.169663791671
mali	greenland	4066.7936674888383
san marino	sweden	1252.6627838980303
monaco	federated states of micronesia	8413.387984988605
nauru	sweden	7944.760929012031
belize	gibraltar	5162.738095647149
vietnam	jersey	6231.191825607232
western sahara	singapore	7871.182238845502
papua new guinea	slovakia	8192.849151795737
chad	mongolia	5287.507119214055
sao tome and principe	afghanistan	4408.6730236644435
anguilla	singapore	10815.016609475133
belgium	federated states of micronesia	8137.44142528471
swaziland	turkey	4535.03673824704
swaziland	svalbard	7235.523190128029
samoa	afghanistan	8568.47622645865
samoa	mongolia	6564.541552641018
germany	pitcairn islands	9680.79995624821
ascension	paraguay	3424.235072396925
sri lanka	ethiopia	2945.1153494183354
saint pierre and miquelon	solomon islands	9041.393078728217
uganda	bassas da india	1680.1012954250884
india	svalbard	4410.58203061419
bhutan	singapore	2008.858754374601
thailand	lebanon	4174.168965889955
swaziland	bassas da india	625.3537166410864
bosnia and herzegovina	mongolia	4023.1410080349074
monaco	afghanistan	3191.579625056891
ascension	svalbard	6569.839562517732
finland	ethiopia	3914.3457855955076
cayman islands	sweden	5213.852131865279
ukraine	bassas da india	4888.43018695179
canada	slovakia	4108.382523156257
clipperton island	bassas da india	10237.863067902632
gabon	lithuania	3998.112877026657
nepal	sweden	3850.682104067115
burkina faso	greenland	4365.2224351149425
norfolk island	gibraltar	11810.427626240968
azerbaijan	lebanon	789.305254431919
vietnam	bassas da india	5294.159235137699
togo	bassas da india	3310.103849646447
kyrgyzstan	aruba	8116.560669165837
san marino	singapore	6221.685122768554
faroe islands	sweden	710.1968716197924
montenegro	ethiopia	2641.1056173666434
wallis and futuna	lithuania	9296.000824215345
coral sea islands	jersey	9781.3067847876
kosovo	paraguay	6754.253919622374
clipperton island	paraguay	4156.681452705982
south africa	lithuania	5943.1877719145095
saint martin	singapore	10823.356852112749
mauritania	sweden	3176.0697324424605
malta	gibraltar	1103.6763152636163
turkmenistan	singapore	3826.6570679692672
nauru	pitcairn islands	4522.56471609828
sri lanka	mongolia	3050.360509580983
indonesia	jersey	7899.214058165879
burkina faso	pitcairn islands	8967.225443540025
netherlands	bassas da india	5500.2088656278465
tunisia	greenland	3149.3524328892936
south sudan	aruba	6763.271595633756
guatemala	paraguay	3439.065395101413
kyrgyzstan	pitcairn islands	10624.455008003983
moldova	pitcairn islands	10536.391594755907
heard island and mcdonald islands	paraguay	6422.216289415296
ascension	afghanistan	5807.795514101692
iraq	bassas da india	3770.5104349167063
colombia	paraguay	2090.6029370604847
bahrain	gibraltar	3333.1752179814184
united states	sweden	4496.844315506668
oman	french guiana	7397.758193750709
belize	aruba	1295.7507997637172
guernsey	bassas da india	5540.903880269401
yemen	paraguay	7597.621454810547
spain	greenland	2528.672609994162
ghana	federated states of micronesia	10432.347458819964
algeria	singapore	6831.289219092946
colombia	mongolia	8977.213608016325
marshall islands	jersey	8292.20511374022
christmas island	aruba	12110.447492618172
honduras	mongolia	8161.379132890689
gaza strip	gibraltar	2288.4277685117413
norfolk island	bassas da india	7535.932285291734
new caledonia	federated states of micronesia	2046.5234736541454
cote d'ivoire	solomon islands	11342.116363873642
bahamas	federated states of micronesia	8636.310794060857
west bank	bassas da india	3679.5123781555512
guadeloupe	lithuania	5122.392080126671
tonga	french guiana	8386.046899727216
haiti	bassas da india	8067.445698918558
slovenia	gibraltar	1269.4237387089192
honduras	svalbard	5436.913685152009
suriname	lithuania	5603.513808761697
heard island and mcdonald islands	lithuania	8027.78968478745
anguilla	mongolia	7937.212605890484
reunion	lithuania	5638.7556742684965
madagascar	afghanistan	3870.7209725132966
cape verde	paraguay	3540.8042828681464
guadeloupe	turkey	5853.661692624148
niue	svalbard	8349.165877328474
saint kitts and nevis	lithuania	5106.222828028529
american samoa	afghanistan	8712.734469896119
mexico	turkey	7324.504066430601
saint lucia	paraguay	2555.8372453185643
republic of the congo	mongolia	6268.090245348825
sri lanka	solomon islands	5472.137222950273
american samoa	french guiana	8093.090542815664
saint kitts and nevis	ethiopia	6753.886090547927
el salvador	singapore	11072.531773724448
kosovo	pitcairn islands	10400.261067234065
vanuatu	paraguay	8374.345625547267
oman	lebanon	1566.7419684586478
morocco	afghanistan	4052.758023936449
comoros	jersey	5090.674611507788
timor-leste	slovakia	7415.978034923101
cape verde	solomon islands	11848.087116693316
malawi	lithuania	4836.834867137823
canada	lithuania	3777.886862371693
canada	turkey	5047.665874439415
south georgia and south sandwich islands	lebanon	7399.171143837684
bosnia and herzegovina	lithuania	855.732977480827
togo	slovakia	3005.8810650138203
sierra leone	lithuania	3803.9426282842896
british indian ocean territory	pitcairn islands	9826.513025806235
seychelles	slovakia	4274.825272610701
san marino	solomon islands	9242.844374520793
norfolk island	sweden	9850.547398183806
american samoa	svalbard	8024.338356154302
serbia	lithuania	839.5504720293291
saint lucia	turkey	5925.200447210711
algeria	paraguay	5377.94225576329
western sahara	afghanistan	4723.566542947484
china	aruba	9138.324606195232
british indian ocean territory	slovakia	4923.229477117174
mauritania	mongolia	6417.680655578983
kyrgyzstan	lithuania	2484.178201302872
bosnia and herzegovina	jersey	1001.5364661313267
montenegro	lebanon	1076.411530900101
poland	aruba	5538.476396383343
yemen	pitcairn islands	11757.792828675241
india	lithuania	3672.0038657335344
burkina faso	paraguay	4529.719973038176
uganda	lebanon	2207.072480365687
nauru	mongolia	4927.6376375861255
vietnam	solomon islands	3876.587201242098
italy	federated states of micronesia	8261.473710644039
christmas island	jersey	7567.126941598699
wallis and futuna	sweden	9026.319360574122
ghana	sweden	3829.5558309578705
netherlands	singapore	6481.059941134962
togo	sweden	3796.624920920373
saint martin	jersey	3976.4787519156675
jamaica	lithuania	5607.319363345464
europa island	paraguay	6121.0400896756655
libya	slovakia	1640.8155522461861
chile	paraguay	937.5279197906456
ghana	pitcairn islands	8827.799630509222
cape verde	sweden	3700.106323169167
georgia	svalbard	2572.4143675748396
united kingdom	solomon islands	9120.807604291851
guinea	jersey	2679.05203168641
marshall islands	paraguay	9337.692461941391
senegal	jersey	2524.979996343788
israel	lebanon	173.0903184914211
moldova	svalbard	2155.2705672271245
kuwait	afghanistan	1103.2431233857421
liberia	pitcairn islands	8319.103400461305
belarus	gibraltar	1984.6495041445066
armenia	slovakia	1386.434654795249
saint vincent and the grenadines	turkey	5972.331113509794
saint barthelemy	aruba	604.3165590136168
ascension	federated states of micronesia	10745.85557636926
christmas island	french guiana	10908.078804292401
ashmore and cartier islands	ethiopia	6025.294627523878
south africa	turkey	4805.86112618563
poland	svalbard	1796.4237658464633
cayman islands	gibraltar	4633.198582056637
angola	afghanistan	4435.545478995486
india	jersey	4697.23385947447
mauritania	afghanistan	4802.300989254467
cameroon	mongolia	6063.8207485444045
tonga	ethiopia	10080.436634440837
greece	jersey	1380.2088648825288
glorioso islands	french guiana	6972.139705881641
chad	sweden	3253.356543064453
serbia	french guiana	5233.41309469348
somalia	lithuania	3697.0541959503485
bulgaria	turkey	583.436782189753
wallis and futuna	bassas da india	9018.913901964625
reunion	greenland	7720.966683519313
brunei	afghanistan	3696.0339171006326
indonesia	lithuania	6736.422786391696
qatar	ethiopia	1490.8340328762658
burundi	jersey	4118.191715605746
mozambique	sweden	5652.496995540837
bonaire	aruba	117.70447382705676
uzbekistan	federated states of micronesia	5893.4678119109
bolivia	turkey	7474.682162363164
haiti	sweden	4981.162134132481
senegal	ethiopia	3544.550944538645
timor-leste	svalbard	7039.657274520541
eritrea	greenland	4999.293205389916
kenya	sweden	4381.681186078323
suriname	svalbard	5748.54000333234
chile	bassas da india	6624.504901211594
macau	gibraltar	6771.280563808823
slovenia	mongolia	4048.8032279537415
juan de nova island	slovakia	4760.561739287268
suriname	bassas da india	6685.448750635745
puerto rico	bassas da india	7680.5303383114915
brazil	ethiopia	6516.394739940552
burundi	bassas da india	1398.804938658271
pakistan	lebanon	2011.979469054125
slovenia	greenland	2487.0232753576565
azerbaijan	paraguay	8025.131510681183
ghana	solomon islands	11136.901130441302
turkmenistan	turkey	1334.165303553162
liberia	sweden	4033.0850852175204
kuwait	lithuania	2168.265997506088
sri lanka	afghanistan	2037.6522194641593
hong kong	singapore	1602.269780728026
brunei	ethiopia	5264.685521794891
tajikistan	solomon islands	6458.938661396778
cape verde	lebanon	3890.5401638247586
malta	greenland	3129.540914396031
american samoa	lebanon	10334.000947867302
heard island and mcdonald islands	mongolia	7096.330985795549
seychelles	greenland	6640.451400901961
south sudan	solomon islands	8949.737331273194
guinea	sweden	3739.0655120507176
ireland	aruba	4375.032298343406
cameroon	svalbard	4983.085238169838
uruguay	ethiopia	6749.394211468571
sierra leone	french guiana	2865.6975515752288
saudi arabia	paraguay	7645.386350192474
latvia	gibraltar	2007.7065782670907
ghana	greenland	4703.06104781099
palau	mongolia	3261.2875118889197
philippines	bassas da india	6062.386247984561
kosovo	bassas da india	4579.849340539596
puerto rico	gibraltar	3890.3871813653845
sao tome and principe	french guiana	4145.9430986665975
jamaica	turkey	6550.612382461865
el salvador	federated states of micronesia	8063.306308931616
ghana	paraguay	4346.435418138118
south africa	pitcairn islands	8315.725962480046
egypt	singapore	5179.85591347543
barbados	greenland	4144.62407410705
ghana	french guiana	3513.2206212101783
azerbaijan	bassas da india	4307.352592484061
reunion	federated states of micronesia	6754.359677979966
ireland	lithuania	1288.5471016341628
monaco	bassas da india	4944.958913272555
liberia	afghanistan	5134.8971406178125
italy	afghanistan	2926.446235664891
bangladesh	afghanistan	1579.5406605619535
kenya	solomon islands	8348.001255140443
norway	turkey	1900.2476110188763
czech republic	gibraltar	1386.143969205941
chad	aruba	5929.043221674595
iraq	slovakia	1663.7573628499476
italy	svalbard	2437.95367113298
sint maarten	federated states of micronesia	9565.41311465073
united states	mongolia	6330.064015362563
tuvalu	bassas da india	8954.868607343627
azerbaijan	ethiopia	2320.507766783532
saint barthelemy	jersey	3975.3953937979454
latvia	singapore	5719.214654078724
cote d'ivoire	pitcairn islands	8642.296071639177
laos	svalbard	4931.005587607391
morocco	mongolia	5503.090262464409
kenya	lebanon	2272.892351983277
liberia	slovakia	3370.527891296976
swaziland	gibraltar	4948.632702803575
israel	french guiana	5941.683179023244
nauru	lebanon	8528.721393211252
timor-leste	gibraltar	8841.51166991121
sint maarten	svalbard	4900.440706038771
saint martin	turkey	5849.088967897909
malawi	sweden	5317.91011446635
argentina	lebanon	7973.450128728726
tromelin island	bassas da india	1036.258974723347
nauru	paraguay	9010.43295226044
haiti	lithuania	5377.502240339142
timor-leste	singapore	1667.5493849092356
american samoa	slovakia	10003.667395424718
djibouti	paraguay	7186.8754607732335
cape verde	greenland	3923.914879058239
oman	solomon islands	7186.374706938091
cayman islands	afghanistan	8194.509686294943
ukraine	french guiana	5783.295452784203
poland	paraguay	6974.941754881838
anguilla	sweden	4724.994056752531
honduras	ethiopia	8317.57374655781
estonia	lithuania	220.15127833171726
bahrain	federated states of micronesia	6775.650142955958
malawi	singapore	4886.652860243291
honduras	sweden	5669.87244263361
coral sea islands	turkey	8360.785893019913
tonga	sweden	9495.430157411634
jordan	ethiopia	1594.3748483395584
senegal	aruba	3756.643440981833
trinidad and tobago	paraguay	2357.4842615294915
bahamas	gibraltar	4216.95953543357
tokelau	afghanistan	8416.772635918185
india	slovakia	3718.8655588239
tromelin island	mongolia	5309.392263229699
finland	afghanistan	2732.111082441853
sao tome and principe	singapore	6686.358257718785
yemen	afghanistan	1673.6618252648113
libya	afghanistan	2985.5668265806153
nauru	afghanistan	6870.134087262653
algeria	federated states of micronesia	9360.924369019029
senegal	singapore	8051.291184017913
egypt	aruba	6425.504088113266
uganda	sweden	4249.7841998724625
glorioso islands	mongolia	5337.595512292575
togo	solomon islands	10920.304507984509
brazil	mongolia	9683.636134999391
norway	mongolia	3637.5910051642127
gabon	jersey	3566.7028112886087
bermuda	mongolia	6986.649054894483
belarus	jersey	1322.0416310454887
bahamas	mongolia	7599.847220674565
iran	aruba	7574.216427863983
gabon	pitcairn islands	9314.843532743957
mauritania	ethiopia	3439.3558203676794
liberia	paraguay	3856.387766026614
turkmenistan	jersey	3032.2080408711477
guadeloupe	afghanistan	7586.177231372579
